member_casual,ride_duration
member,8.812833333333334
member,18.43995
casual,5.419300000000001
casual,33.83943333333333
member,4.369666666666666
member,3.9198833333333334
member,4.51625
member,4.732916666666667
member,8.932933333333333
member,9.565499999999998
member,21.568416666666668
member,25.52825
member,3.9939999999999998
member,20.671933333333335
member,11.694833333333333
member,7.785533333333333
member,4.713883333333333
member,2.5706833333333337
member,12.207600000000001
member,28.440766666666665
member,6.81105
member,7.549133333333333
member,12.7697
member,6.183233333333334
member,3.9977333333333336
member,3.6227666666666667
member,9.34285
member,30.4086
member,3.5208166666666667
member,5.9723500000000005
member,10.7004
member,3.0711999999999997
member,17.597733333333334
member,7.062766666666667
casual,6.738383333333333
casual,5.8487
member,5.440433333333333
member,12.580483333333332
member,13.403016666666668
member,10.673333333333334
member,8.9675
member,9.345733333333333
member,24.06638333333333
member,4.2136499999999995
member,4.7619
member,4.372933333333333
member,11.262316666666667
casual,18.605533333333334
casual,2.8856333333333333
member,19.46895
casual,8.2843
member,13.3029
member,5.690566666666667
member,12.949333333333334
member,11.304083333333333
member,7.703783333333333
member,7.5925666666666665
member,12.030650000000001
member,11.161183333333334
member,5.834466666666667
member,10.791933333333333
member,11.727283333333332
casual,13.85595
member,11.455933333333332
member,5.69555
casual,3.6097166666666665
member,7.72045
casual,24.02605
member,4.808766666666667
member,18.50883333333333
member,16.9099
member,27.487216666666665
member,16.6186
member,22.017316666666666
member,3.8112500000000002
member,8.826583333333334
member,25.172466666666665
casual,5.296933333333333
member,23.936466666666668
member,9.878083333333333
casual,15.0157
member,14.4817
member,11.994916666666667
member,11.617666666666667
member,7.4331499999999995
member,9.498466666666667
member,2.7313666666666667
member,5.469566666666666
member,16.092666666666666
casual,2.0230333333333332
casual,8.584383333333333
casual,9.726750000000001
casual,2.5124500000000003
casual,21.95345
casual,8.32485
casual,3.5596666666666668
casual,2.189216666666667
casual,3.0994666666666664
casual,1.9639666666666666
casual,1.9881
member,9.187133333333332
member,2.6334500000000003
member,2.747466666666667
member,2.76655
member,2.1815833333333337
member,2.6832333333333334
member,7.555466666666666
member,3.348583333333333
member,11.674583333333334
member,10.434833333333334
member,16.9922
member,15.11255
member,10.545533333333333
casual,6.756216666666666
member,10.524983333333333
member,9.520583333333333
member,4.471066666666667
member,8.6815
casual,21.4223
member,17.178266666666666
member,8.035566666666666
member,12.061716666666666
member,9.217766666666668
member,21.546116666666666
casual,16.989250000000002
member,9.322066666666666
member,8.289966666666666
member,20.68345
member,5.865483333333333
member,5.347049999999999
casual,8.66115
member,19.848683333333334
casual,6.389366666666667
member,10.634916666666667
casual,14.832266666666667
member,8.1231
member,5.498483333333334
member,4.5312
member,9.8356
member,17.721049999999998
member,2.746566666666667
member,3.484566666666667
member,2.7119333333333335
member,3.2087999999999997
casual,4.624316666666667
member,32.2706
member,11.192433333333334
member,3.0501833333333335
member,6.068033333333333
member,3.7486
casual,16.289283333333334
casual,14.512266666666667
member,3.8416333333333332
member,2.8779166666666667
member,14.518183333333333
member,9.422466666666667
member,9.801516666666666
member,4.882766666666667
member,2.76815
member,25.243916666666667
member,2.8580666666666668
member,3.0015333333333336
member,2.527933333333333
member,6.825083333333334
member,6.0399
member,3.8873333333333333
member,10.9938
member,3.3493666666666666
member,5.524983333333334
member,3.8267666666666664
member,2.8596999999999997
member,3.2209833333333333
member,3.1885499999999998
member,5.366650000000001
member,2.2211333333333334
member,3.2350833333333333
member,3.756133333333333
member,23.815533333333335
member,12.693233333333334
member,6.429083333333334
member,3.4087666666666667
member,3.4895833333333335
member,3.057466666666667
member,3.8204
member,15.504616666666667
member,10.801366666666667
member,12.171333333333333
casual,11.25035
casual,14.175999999999998
casual,12.805583333333335
casual,8.12425
casual,12.452933333333334
member,12.878166666666667
casual,14.576216666666665
member,15.934016666666668
casual,13.9177
member,15.5513
member,12.231266666666667
casual,13.0802
member,14.756033333333333
member,10.685566666666666
member,11.105533333333334
member,11.595949999999998
member,16.60895
member,18.295416666666664
member,15.073183333333333
member,13.4218
casual,11.80695
member,9.551083333333334
casual,8.673200000000001
casual,16.933
member,14.5533
member,19.956683333333334
member,6.903833333333334
member,6.303866666666667
casual,10.4452
member,12.896616666666667
member,13.822833333333334
member,11.583783333333335
casual,5.96005
member,8.05675
member,7.042283333333333
member,5.19715
member,5.365983333333333
member,6.318583333333334
member,4.55475
member,4.786566666666667
member,4.675283333333334
member,13.925766666666668
member,3.9833
member,20.67775
member,6.985533333333334
member,7.343583333333333
member,5.8172
member,6.0982
member,11.490683333333333
member,11.549383333333333
casual,4.062333333333333
member,3.79055
casual,6.939533333333333
member,7.130183333333333
member,6.83445
member,22.1297
member,9.584933333333334
casual,5.828083333333334
member,3.437316666666667
member,8.881366666666667
member,31.745
member,5.38525
member,4.0770333333333335
member,4.0530333333333335
casual,3.7622833333333334
member,17.118016666666666
member,3.2432333333333334
member,7.837916666666667
member,31.821833333333334
member,7.254583333333333
member,10.68215
member,2.5220166666666666
member,5.504216666666666
member,4.0389
member,7.6909
member,11.0245
member,4.19195
member,10.893166666666668
member,11.383483333333334
member,3.8798666666666666
member,3.852416666666667
member,12.830183333333334
member,10.621416666666667
member,11.125383333333334
member,6.409833333333333
member,4.159666666666667
member,6.383616666666667
member,9.92685
member,5.191050000000001
casual,3.0467500000000003
member,10.351266666666668
member,6.473033333333333
member,6.061233333333333
casual,5.558983333333333
member,17.141099999999998
member,14.640916666666667
casual,8.023100000000001
member,2.2007166666666667
member,3.396266666666667
member,3.19425
member,10.648133333333334
member,13.200733333333334
member,18.49965
member,6.9342500000000005
member,10.337333333333333
member,11.543966666666668
member,5.902916666666667
member,12.1759
casual,8.809666666666667
casual,7.630833333333333
member,7.708033333333334
member,8.195016666666668
member,7.90785
member,10.969516666666667
member,9.7517
member,11.700666666666667
member,12.540516666666667
member,7.158
member,11.165566666666667
member,10.246333333333332
member,10.0771
member,11.151083333333334
member,9.739333333333333
member,10.913633333333333
member,11.031966666666667
member,10.220650000000001
member,10.55795
member,10.886833333333334
member,8.740266666666667
casual,10.932649999999999
casual,22.61573333333333
casual,7.27525
member,5.683066666666666
member,6.558000000000001
member,3.7079833333333334
member,3.3183000000000002
member,5.967766666666666
member,4.800733333333333
member,4.449433333333333
member,8.02755
member,13.461566666666666
member,8.829616666666668
member,7.639833333333333
member,5.070833333333334
member,9.513266666666668
member,8.459216666666666
casual,8.30475
member,7.236283333333334
casual,10.11205
member,5.2716166666666675
member,12.312616666666665
member,10.679933333333334
casual,6.0548
member,6.86635
casual,2.79945
member,3.3507666666666664
member,5.4653
member,4.15915
member,13.117583333333332
member,15.474533333333333
member,5.408883333333334
member,11.736516666666667
member,9.541966666666667
member,3.7384
member,15.051066666666665
member,10.016166666666667
member,3.0500499999999997
member,12.231266666666667
member,18.11703333333333
member,3.995566666666667
member,6.686366666666667
member,8.5821
member,4.334866666666667
member,5.0925
member,4.75955
member,4.803516666666667
member,2.56745
member,6.634783333333333
member,6.855666666666666
member,5.352566666666666
member,2.3099
member,12.92285
member,2.91815
casual,5.04145
member,8.418766666666667
member,12.9579
member,6.199816666666666
casual,5.195983333333333
member,3.4941166666666663
member,2.356133333333333
casual,38.5656
casual,6.111233333333333
member,4.7518
member,3.8177166666666666
member,11.8217
member,16.992133333333335
member,4.00045
member,5.387283333333333
member,4.3625
member,25.3934
member,3.7367166666666667
member,5.994633333333334
member,3.3183166666666666
member,3.37075
member,3.1002
member,9.980733333333335
member,7.530316666666667
member,26.363833333333332
member,24.410500000000003
member,21.872133333333334
member,20.868983333333333
member,4.05215
member,3.4619
casual,4.2095
member,7.1004499999999995
casual,8.647866666666665
member,1.60555
member,17.148033333333334
member,4.751616666666666
casual,2.745983333333333
member,10.903716666666666
member,7.79
member,7.270833333333333
member,14.124216666666666
member,12.138
member,9.4239
member,18.511333333333333
member,8.10375
member,6.676283333333333
casual,10.010033333333332
member,15.546283333333333
member,6.9408666666666665
casual,6.4081
member,9.891483333333333
member,9.073766666666668
member,1.9468833333333333
member,2.6704
member,10.126416666666668
member,2.5533833333333336
member,2.62235
member,6.014583333333333
casual,83.95225
member,2.29585
member,2.4666333333333332
member,22.583566666666666
member,9.017050000000001
member,4.955266666666666
member,12.267816666666667
member,8.66305
member,15.433933333333332
member,7.7635499999999995
member,53.08588333333333
member,19.688933333333335
member,6.899583333333334
member,9.3778
member,3.6409000000000002
member,25.320416666666667
member,3.033466666666667
member,3.6221666666666668
casual,56.04781666666667
member,3.8503333333333334
member,24.59325
member,7.255566666666667
member,10.230583333333334
member,10.858216666666667
member,8.4748
member,5.866766666666666
member,32.661449999999995
member,3.7716833333333333
member,3.8108333333333335
member,3.6386
member,6.433766666666667
member,2.2503333333333333
member,2.87205
member,7.814816666666667
member,18.405166666666666
member,8.425133333333333
casual,4.187883333333334
member,3.99465
casual,11.378183333333334
casual,8.966783333333332
member,4.686566666666667
member,3.998283333333333
member,3.6784499999999998
member,4.408
member,20.391833333333334
member,19.595933333333335
member,23.780783333333332
member,4.785083333333334
casual,23.48121666666667
casual,6.166016666666667
casual,2.8749333333333333
casual,3.29635
member,3.7874166666666667
member,5.774133333333333
member,18.255383333333334
member,42.16706666666666
member,40.075799999999994
casual,7.5264
member,10.561183333333334
member,7.098116666666667
member,27.032083333333333
member,26.332066666666666
member,27.507183333333334
member,12.001383333333333
member,17.744016666666667
member,16.315166666666666
casual,3.9691833333333335
member,18.8506
casual,12.558066666666667
casual,4.74845
casual,9.587366666666666
member,26.643316666666667
member,8.06125
casual,2.2450666666666668
casual,5.09295
member,4.2345500000000005
member,4.74475
member,4.413466666666666
member,3.9499666666666666
member,34.498083333333334
member,10.79725
member,9.36165
member,11.843583333333333
member,10.74075
casual,7.095816666666667
member,1.7398500000000001
casual,16.2546
member,5.846316666666667
